iter	Passed	Remaining
753	1274	415
754	1276	414
755	1276	412
756	1277	410
757	1279	408
758	1280	406
759	1281	404
760	1281	402
761	1283	400
762	1284	398
763	1285	397
764	1286	395
765	1287	393
766	1290	392
767	1291	390
768	1293	388
769	1294	386
770	1295	384
771	1296	382
772	1298	381
773	1302	380
774	1305	379
775	1306	377
776	1307	375
777	1308	373
778	1309	371
779	1310	369
780	1311	367
781	1312	365
782	1313	363
783	1313	362
784	1314	360
785	1315	358
786	1317	356
787	1318	354
788	1320	353
789	1321	351
790	1323	349
791	1324	347
792	1325	345
793	1325	344
794	1326	342
795	1327	340
796	1328	338
797	1328	336
798	1329	334
799	1330	332
800	1331	330
801	1331	328
802	1332	326
803	1334	325
804	1335	323
805	1336	321
806	1337	319
807	1338	317
808	1339	316
809	1340	314
810	1341	312
811	1342	310
812	1342	308
813	1343	307
814	1344	305
815	1345	303
816	1345	301
817	1346	299
818	1348	297
819	1349	296
820	1350	294
821	1351	292
822	1352	290
823	1353	289
824	1354	287
825	1355	285
826	1355	283
827	1356	281
828	1357	279
829	1358	278
830	1359	276
831	1360	274
832	1361	272
833	1363	271
834	1366	269
835	1368	268
836	1368	266
837	1369	264
838	1370	262
839	1370	261
840	1372	259
841	1373	257
842	1373	255
843	1374	254
844	1375	252
845	1376	250
846	1377	248
847	1378	247
848	1380	245
849	1382	243
850	1383	242
851	1384	240
852	1384	238
853	1386	236
854	1386	235
855	1391	234
856	1396	233
857	1397	231
858	1398	229
859	1399	227
860	1400	226
861	1402	224
862	1402	222
863	1403	220
864	1404	219
865	1405	217
866	1406	215
867	1408	214
868	1414	213
869	1415	211
870	1416	209
871	1417	208
872	1419	206
873	1420	204
874	1421	203
875	1422	201
876	1423	199
877	1425	198
878	1426	196
879	1426	194
880	1428	192
881	1429	191
882	1429	189
883	1430	187
884	1431	186
885	1432	184
886	1433	182
887	1434	180
888	1436	179
889	1438	177
890	1439	176
891	1440	174
892	1441	172
893	1442	171
894	1443	169
895	1444	167
896	1445	165
897	1446	164
898	1447	162
899	1447	160
900	1448	159
901	1449	157
902	1451	155
903	1453	154
904	1454	152
905	1455	150
906	1455	149
907	1456	147
908	1457	145
909	1458	144
910	1458	142
911	1459	140
912	1486	141
913	1487	139
914	1488	138
915	1501	137
916	1553	140
917	1554	138
918	1556	137
919	1557	135
920	1558	133
921	1577	133
922	1578	131
923	1579	129
924	1580	128
925	1590	127
926	1592	125
927	1594	123
928	1595	121
929	1603	120
930	1604	118
931	1605	117
932	1606	115
933	1607	113
934	1608	111
935	1609	110
936	1609	108
937	1610	106
938	1613	104
939	1620	103
940	1621	101
941	1621	99
942	1622	98
943	1623	96
944	1624	94
945	1625	92
946	1626	91
947	1627	89
948	1631	87
949	1636	86
950	1644	84
951	1645	82
952	1652	81
953	1653	79
954	1654	77
955	1655	76
956	1656	74
957	1658	72
958	1660	71
959	1662	69
960	1663	67
961	1669	65
962	1671	64
963	1672	62
964	1701	61
965	1707	60
966	1708	58
967	1709	56
968	1717	54
969	1719	53
970	1727	51
971	1728	49
972	1730	48
973	1739	46
974	1740	44
975	1755	43
976	1765	41
977	1766	39
978	1784	38
979	1796	36
980	1797	34
981	1798	32
982	1815	31
983	1816	29
984	1830	27
985	1840	26
986	1841	24
987	1872	22
988	1873	20
989	1875	18
990	1897	17
991	1898	15
992	1910	13
993	1918	11
994	1919	9
995	1945	7
996	1945	5
997	1959	3
998	1960	1
999	1969	0
